,school name,federal loan rate,t9 cost for public schools,t9 cost for private schools,tuition revenue per full time enrollment,tuition cost for in state students,part time student retention rate for 4y,full time students <4y,full time students in 4y,cost of attendance w fam other expenses,compl rate for <4y (white),compl rate for <4y (2 or more races),compl rate for <4y (hawaiian/pac islander),compl rate for <4y (hispanic),compl rate for <4y (black),compl rate for <4y (american indian),compl rate less than 4y (american indian),compl rate for 4y (white),compl rate for 4y (2 or more races),compl rate for 4y (hawaiian/pac islander),compl rate for 4y (hispanic),compl rate for 4y (black),compl rate for 4y (asian),compl rate for 4y (american indian),1st-time fulltime compl 4y (2y avg),1st-time fulltime compl 4y,id,latitude,longitude
128,University of Arkansas Community College-Batesville,0.115,169.0,0.0,1385.0,2526.0,0.0,0.5298,0.0,8073.0,0.5481,0.8182,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106999,35.792923,-91.615852
129,Harding University,0.4561,0.0,393.0,14384.0,22230.0,0.75,0.0,0.8557,3390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6972,0.56,0.0,0.5111,0.3774,1.0,1.0,0.6942,0.6717,107044,35.247386,-91.726143
130,Henderson State University,0.666,432.0,0.0,3117.0,7560.0,0.1667,0.0,0.5896,7795.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4427,0.4167,0.0,0.3571,0.2108,0.5,0.4444,0.3565,0.372,107071,34.128155,-93.059703
131,Hendrix College,0.4275,0.0,178.0,10396.0,33350.0,0.0,0.0,0.8114,2900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7372,0.4,0.0,0.6429,0.6154,0.9375,1.0,0.696,0.7289,107080,35.101565,-92.443256
132,Hot Springs Beauty College,0.675,0.0,13.0,6428.0,0.0,0.0,0.6956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107099,34.496057,-93.037277
133,Jefferson Regional School of Nursing,0.3608,0.0,0.0,4837.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107123,34.187831,-92.018045
134,John Brown University,0.3912,0.0,189.0,10590.0,28924.0,0.75,0.0,0.8325,2850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7235,0.3571,0.0,0.6522,0.0,0.7143,0.6667,0.6761,0.7039,107141,36.189812,-94.560283
135,Career Academy of Hair Design,0.659,0.0,104.0,9515.0,0.0,0.0,0.7512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107220,36.167605,-94.12947
136,Academy of Salon and Spa,0.6087,0.0,16.0,10797.0,0.0,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107293,35.38097,-94.41616
137,Arkansas State University Mid-South,0.0,51.0,0.0,2146.0,2746.0,0.0,0.5404,0.0,4936.0,0.3158,0.25,0.0,0.8333,0.3088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107318,35.145736,-90.22285
138,Arkansas Northeastern College,0.0,136.0,0.0,1525.0,2458.0,0.0,0.5276,0.0,4927.0,0.2727,0.0,0.0,0.6,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107327,35.898597,-89.921005
139,New Tyler Barber College Inc,0.2292,0.0,8.0,4011.0,0.0,0.0,0.8333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107442,34.760085,-92.254171
140,North Arkansas College,0.0916,144.0,0.0,1768.0,3090.0,0.0,0.5719,0.0,6560.0,0.3035,0.1765,0.0,0.1212,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107460,36.219909,-93.08844
141,Northwest Technical Institute,0.0,99.0,0.0,3258.0,4450.0,0.0,0.912,0.0,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107488,36.178032,-94.115346
142,Ouachita Baptist University,0.5186,0.0,298.0,10448.0,30140.0,0.0,0.0,0.8277,3550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7025,0.0,1.0,0.2632,0.4848,1.0,1.0,0.6358,0.6675,107512,34.126093,-93.052471
143,Arkansas State University Three Rivers,0.136,39.0,0.0,2011.0,3458.0,0.0,0.5714,0.0,2126.0,0.3051,1.0,0.0,0.3333,0.1818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107521,34.378745,-92.821416
144,Ozarka College,0.1413,104.0,0.0,1451.0,3004.0,0.0,0.5595,0.0,4300.0,0.3605,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107549,36.053031,-91.896355
145,University of the Ozarks,0.4354,0.0,143.0,11974.0,24950.0,0.0,0.0,0.6541,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4667,0.3571,0.0,0.4583,0.5385,1.0,0.5,0.4816,0.488,107558,35.476278,-93.467221
146,University of Arkansas Community College-Morrilton,0.1302,224.0,0.0,2110.0,3216.0,0.0,0.5838,0.0,6133.0,0.4028,0.0,0.0,0.2963,0.2222,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107585,35.172136,-92.728507
147,Philander Smith College,0.6946,0.0,83.0,5613.0,13014.0,0.3684,0.0,0.5743,5022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.5,0.2785,0.0,0.0,0.3036,0.2824,107600,34.737131,-92.283015
148,Phillips Community College of the University of Arkansas,0.0,106.0,0.0,959.0,3020.0,0.0,0.6245,0.0,5250.0,0.411,0.0,0.0,0.5,0.383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107619,34.546155,-90.616884
149,Southeast Arkansas College,0.2345,62.0,0.0,2416.0,3855.0,0.0,0.4375,0.0,3936.0,0.2759,0.0,0.0,0.3333,0.122,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107637,34.210309,-92.025936
150,Professional Cosmetology Education Center,0.5902,0.0,17.0,10548.0,0.0,0.0,0.7222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107655,33.216032,-92.664101
151,University of Arkansas-Pulaski Technical College,0.417,531.0,0.0,3173.0,5670.0,0.0,0.5207,0.0,6422.0,0.2905,0.0345,0.0,0.2727,0.1674,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107664,34.782783,-92.299184
152,University of Arkansas Hope-Texarkana,0.0,96.0,0.0,1416.0,3070.0,0.0,0.5828,0.0,4739.0,0.4417,0.0,1.0,0.7083,0.2969,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107725,33.641665,-93.596762
153,University of Arkansas Community College Rich Mountain,0.1253,133.0,0.0,1445.0,3240.0,0.0,0.6482,0.0,4140.0,0.5253,0.75,0.0,0.8889,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107743,34.591449,-94.219799
154,Paul Mitchell the School-Arkansas,0.5738,0.0,56.0,8261.0,0.0,0.0,0.7234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107789,36.126373,-94.153892
155,Searcy Beauty College,0.6316,0.0,17.0,11946.0,0.0,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107831,35.239148,-91.735135
156,Shorter College,0.7892,0.0,41.0,20795.0,5596.0,0.0,0.4458,0.0,3664.0,0.0,0.0,0.0,0.0,0.1111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107840,34.75933,-92.261331
157,Williams Baptist University,0.6484,0.0,189.0,8041.0,18570.0,0.0,0.0,0.3613,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3524,0.0,0.0,0.5,0.25,0.0,0.0,0.3517,0.3175,107877,36.125676,-90.940277
158,South Arkansas Community College,0.1805,84.0,0.0,2131.0,2700.0,0.0,0.528,0.0,5123.0,0.2927,0.2,0.0,0.3846,0.1786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107974,33.209446,-92.666087
159,Southern Arkansas University Main Campus,0.7328,411.0,0.0,5505.0,9410.0,0.4193,0.0,0.6794,6772.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4481,0.4,0.2,0.48,0.2924,0.6,0.1667,0.4127,0.4008,107983,33.291618,-93.235922
160,Southern Arkansas University Tech,0.1469,119.0,0.0,2182.0,4420.0,0.0,0.5847,0.0,6870.0,0.4943,0.6316,0.0,0.4286,0.4082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107992,33.628367,-92.721629
161,Velvatex College of Beauty Culture,0.5714,0.0,8.0,11224.0,0.0,0.0,0.8182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108065,34.735685,-92.289597
162,University of Arkansas-Fort Smith,0.3262,728.0,0.0,3065.0,5754.0,0.4476,0.0,0.7019,5360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2615,0.2,0.0,0.2708,0.1714,0.3387,0.2759,0.288,0.2629,108092,35.384184,-94.373729
163,Academy of Art University,0.4938,0.0,166.0,32083.0,25424.0,0.4225,0.0,0.6987,4482.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4259,0.2174,0.0,0.2597,0.2143,0.5676,0.0,0.4278,0.3802,108232,37.787943,-122.400578
